Nombre base de datos,nombre_tabla,id,nombre_campo,tipo_dato,atributo,tabla_origen,campo_origen,campo_anidado,estado
precarga_anualmorales,Concepto_0140,140,SAT_C20Z1,"decimal(14,0)",Total,silver_ampagoscaratula,totalPagIndent,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,SAT_0602000,"decimal(14,4)",Coeficiente de utilidad,silver_amadiccaratula,coeficienteUtil,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_coeficienteutilidad,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,SAT_0417001,string,Tipo de estímulo,silver_amdeterestimuloaplicaimp,idTipoEstim,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,SAT_0417003,"decimal(14,0)",Saldo pendiente de aplicar de ejercicios anteriores,silver_amdeterestimuloaplicaimp,saldoPendAplicaEjer,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,SAT_0417004,"decimal(14,0)",Estímulo autorizado en ejercicio que se declara,silver_amdeterestimuloaplicaimp,estimAutoEjerDecla,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,SAT_0417005,"decimal(14,0)",Aplicado en pagos provisionales,silver_amdeterestimuloaplicaimp,aplicadoPagosProv,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,SAT_0417006,"decimal(14,0)",Por aplicar en declaración anual,silver_amdeterestimuloaplicaimp,porAplicarDeclaAnual,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,SAT_0417007,"decimal(14,0)",Remanente,silver_amdeterestimuloaplicaimp,remanente,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_estimulos,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422001,smallint,Ejercicio al que corresponde el dividendo o utilidad,silver_amdeterimpuestoacredita,ejerCorrespoDiv,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422002,"decimal(14,0)",Total de dividendos pagados,silver_amdeterimpuestoacredita,totalDivPago,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422003,"decimal(14,0)",ISR por dividendos pagados,silver_amdeterimpuestoacredita,isrDivPago,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422004,"decimal(14,0)",ISR por dividendos a acreditar,silver_amdeterimpuestoacredita,isrDivAcreditar,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422005,"decimal(14,0)",Remanente,silver_amdeterimpuestoacredita,remanente,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422007,"decimal(14,0)",Total de dividendos pagados,silver_amdetercaratula,totalDivPago,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422008,"decimal(14,0)",Total de ISR por dividendos pagados,silver_amdetercaratula,totalIsrDivPago,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422009,"decimal(14,0)",Total de ISR por dividendos a acreditar,silver_amdetercaratula,totalIsrDivAcred,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,SAT_0422010,"decimal(14,0)",Total de Remanente,silver_amdetercaratula,totalRemanenteAcredExt,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditabledividendos,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,SAT_0424001,smallint,Año en que se pagó el impuesto,silver_amdeterimpuestopagadoextra,anioPagoImpuEjer,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,SAT_0424002,"decimal(14,0)",Impuesto pendiente de acreditar,silver_amdeterimpuestopagadoextra,impuPendAcred,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,SAT_0424003,"decimal(14,0)",Impuesto a acreditar en este ejercicio,silver_amdeterimpuestopagadoextra,impuAcredEjer,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,SAT_0424004,"decimal(14,0)",Remanente,silver_amdeterimpuestopagadoextra,remanente,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_impacreditablepagoextranjero,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,IdentificadorDeclaracion,string,Identificador de la declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,NumeroOperacion,bigint,Número de operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,Ejercicio,smallint,Ejercicio fiscal,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20S,string,Línea de captura,silver_ampagolineacappagada,lineacapturaemiadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20T,string,Número de documento de pago,silver_ampagolineacappagada,numdocpagoemitidoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20U,string,Cve de Banco,silver_ampagolineacappagada,bancoreceptorpagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20V,date,Fecha de pago,silver_ampagolineacappagada,fechapagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20W,string,Número de operación del pago,silver_ampagolineacappagada,numoperacionpago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20X,string,Llave de pago,silver_ampagolineacappagada,llavepago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,SAT_C20Y,"decimal(19,4)",Monto pagado,silver_ampagolineacappagada,montopagadoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturaadr,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,IdentificadorDeclaracion,string,Identificador de la declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,NumeroOperacion,bigint,Número de operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,Ejercicio,smallint,Ejercicio fiscal,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20S1,string,Línea de captura,silver_ampagolineacappagada,lineacapturaemiadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20T1,string,Número de documento de pago,silver_ampagolineacappagada,numDeclaracionPag,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20U1,string,Cve de Banco,silver_ampagolineacappagada,bancoreceptorpagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20V1,date,Fecha de pago,silver_ampagolineacappagada,fechapagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20W1,string,Número de operación del pago,silver_ampagolineacappagada,numoperacionpago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20X1,string,Llave de pago,silver_ampagolineacappagada,llavepago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,SAT_C20Y1,"decimal(19,4)",Monto pagado,silver_ampagolineacappagada,montopagadoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0140_lineacapturapagoant,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412001,smallint,Año en que se generó la pérdida,silver_amdeterperfiscalejerante,anioGeneraPerdida,am_deter_per_fiscal_ejer_ante,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412002,"decimal(14,0)",Pérdida pendiente de aplicar,silver_amdeterperfiscalejerante,perdPendAplica,am_deter_per_fiscal_ejer_ante,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412003,"decimal(14,0)",Pérdida fiscal actualizada,silver_amdeterperfiscalejerante,perdFiscalActual,am_deter_per_fiscal_ejer_ante,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412004,"decimal(14,0)",Por aplicar en este ejercicio,silver_amdeterperfiscalejerante,porAplicarEjer,am_deter_per_fiscal_ejer_ante,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412005,"decimal(14,0)",Remanente,silver_amdeterperfiscalejerante,remanente,am_deter_per_fiscal_ejer_ante,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412007,"decimal(14,0)",Total de pérdidas pendientes de aplicar,silver_amdetercaratula,totalPerdPendAplica,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412008,"decimal(14,0)",Total de pérdida fiscal actualizada,silver_amdetercaratula,totalPerdFiscalAplica,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412009,"decimal(14,0)",Total por aplicar en este ejercicio,silver_amdetercaratula,totalAplicaEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,SAT_0412010,"decimal(14,0)",Total remanente,silver_amdetercaratula,totalRemanenteUtilDist,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0140_perdidafiscales,140,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC15A,"decimal(14,0)",Pérdida fiscal antes del PTU,dd_dec_rglpmee1,D_DEC_PFAPEIN1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,IdentificadorDeclaracion,string,Identificador declaración,dd_dec_rglpmee1,D_DEC_IDDECLA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,NumeroOperacion,bigint,Numero operación,dd_dec_rglpmee1,N_DEC_NOUPMEE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,Ejercicio,smallint,Ejercicio del contribuyente,dd_dec_rglpmee1,N_DEC_EJERCIC1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,RFC,string,RFC del contribuyente,dd_dec_rglpmee1,D_DEC_RFCEEOG1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_24004,string,Línea de captura,dd_dec_rglpmee1,D_DEC_LCIANPE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_24007,"decimal(14,0)",Importe de la línea de captura,dd_dec_rglpmee1,N_DEC_TPOATGA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC1,"decimal(14,0)",Ingresos,dd_dec_rglpmee1,I_DEC_INGRESO1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC2,"decimal(14,0)",Deducciones autorizadas,dd_dec_rglpmee1,I_DEC_DAEUDTU2,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC5,string,"¿Tienes donativos, Deducción de inversiones y/o estímulos fiscales considerados como deducción autorizada que no hayas disminuido en pagos provisionales?",dd_dec_rglpmee1,D_DEC_TDD1IOE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC6,"decimal(14,0)",Donativos,dd_dec_rglpmee1,I_DEC_DONATIV1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC7,"decimal(14,0)",Deducción de inversiones,dd_dec_rglpmee1,I_DEC_DIENPVR1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC8,"decimal(14,0)",Deducción adicional por pagos de servicios personales en la operación de maquila,dd_dec_rglpmee1,I_DEC_ESTIFIS1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_119087,"decimal(14,0)",Contratar adultos mayores (25% del salario pagado),dd_dec_rglpmee1,D_DEC_ECAMDSO1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_119088,"decimal(14,0)",Deducción adicional del 25% del salario pagado por la contratación de personas que padezcan discapacidad,dd_dec_rglpmee1,D_DEC_DIRRPDA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC3,"decimal(14,0)",Pagos provisionales,dd_dec_rglpmee1,I_DEC_PAGPROV1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC4,"decimal(14,0)",ISR retenido,dd_dec_rglpmee1,I_DEC_ISRRETE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC9,string,¿Tienes otros acreditamientos y/o estímulos que aplicar contra el ISR causado del ejercicio?,dd_dec_rglpmee1,D_DEC_TDD1IOE2,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC10,"decimal(14,0)",PTU pagada en el ejercicio,dd_dec_rglpmee1,I_DEC_PPESPTA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC11,"decimal(14,0)",Pérdidas fiscales de ejercicios anteriores,dd_dec_rglpmee1,D_DEC_PFEAEIJ1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC12,"decimal(14,0)",Impuesto acreditable por dividendos o utilidades distribuidos,dd_dec_rglpmee1,I_DEC_IADUMCI1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC115,"decimal(14,0)",Impuesto acreditable pagado en el extranjero,dd_dec_rglpmee1,D_DEC_IAPEMCA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_12031028,"decimal(14,0)",Deducción del 25% del salario pagado por la contratación de personas que padezcan discapacidad,dd_dec_rglpmee1,N_DEC_ECPDSOE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_901736,"decimal(14,0)",Total de estímulos,dd_dec_rglpmee1,I_DEC_TEOSTTA3,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC13,"decimal(14,0)",Ingresos totales,dd_dec_rglpmee1,I_DEC_INGRTOT1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC14,"decimal(14,0)",Deducciones autorizadas,dd_dec_rglpmee1,I_DEC_DAEUDTU1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC15,"decimal(14,0)",Utilidad fiscal antes del PTU,dd_dec_rglpmee1,I_DEC_IANCGUR1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC16,"decimal(14,0)",PTU pagada en el ejercicio,dd_dec_rglpmee1,I_DEC_PPETAJU1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC17,"decimal(14,0)",Utilidad fiscal del ejercicio,dd_dec_rglpmee1,I_DEC_UFETIJI1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC18,"decimal(14,0)",Pérdida fiscal del ejercicio,dd_dec_rglpmee1,I_DEC_PFEEIJR1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC19,"decimal(14,0)",Pérdidas fiscales de ejercicios anteriores,dd_dec_rglpmee1,I_DEC_PFEAQSA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC20,"decimal(14,0)",Resultado fiscal,dd_dec_rglpmee1,D_DEC_RSULFIS1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC21,"decimal(14,0)",Impuesto sobre la renta causado del ejercicio,dd_dec_rglpmee1,I_DEC_ISREMOE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_DTE1,"decimal(14,0)",Total de estímulos,dd_dec_rglpmee1,D_DEC_TEOSTTA1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC22,"decimal(14,0)",Pagos provisionales efectuados con anterioridad,dd_dec_rglpmee1,I_DEC_PPEAARF1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC23,"decimal(14,0)",Impuesto retenido,dd_dec_rglpmee1,I_DEC_IMPRETE1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC24,"decimal(14,0)",Impuesto acreditable por dividendos o utilidades distribuidos,dd_dec_rglpmee1,I_DEC_IADUMCI2,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_DTE2,"decimal(14,0)",Impuesto acreditable pagado en el extranjero,dd_dec_rglpmee1,D_DEC_IAPEMCA2,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_DTE3,"decimal(14,0)",Otras cantidades a cargo,dd_dec_rglpmee1,D_DEC_OCCTAAR1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_DTE4,"decimal(14,0)",Otras cantidades a favor,dd_dec_rglpmee1,D_DEC_OCFTAAR1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC25,"decimal(14,0)",ISR a cargo,dd_dec_rglpmee1,I_DEC_ISRCARG1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_AMC26,"decimal(14,0)",ISR a favor,dd_dec_rglpmee1,i_dec_isrfavo1,DD_DEC_RGLPMEE1,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C6,"decimal(14,0)",A favor,dd_dec_dpdeifp1_a,I_PAG_IFMAPVU1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C7,"decimal(14,0)",A cargo,dd_dec_dpdeifp1_a,I_PAG_ICMAPRU1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C8,"decimal(14,0)",Parte Actualizada,dd_dec_dpdeifp1_a,I_PAG_CAPAADA1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C9,"decimal(14,0)",Recargos,dd_dec_dpdeifp1_a,I_PAG_CARADER1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C10,"decimal(14,0)",Multa por corrección,dd_dec_dpdeifp1_a,I_PAG_CAMCADU1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C11,"decimal(14,0)",Total de contribuciones,dd_dec_dpdeifp1_a,I_PAG_TCOOTNA1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C12A,"decimal(14,0)",Subsidio para el empleo,dd_dec_dpdeifp1_a,I_PAG_SEUMBPS1,DD_DEC_DPDEIFP1_A,ORIGINAL
precarga_anualmorales,concepto_0145,145,SAT_C13,"decimal(14,0)",Compensaciones,dd_dec_dpdeifp1_a,I_PAG_ACPOLMI1,DD_DEC_DPDEIFP1_A,ORIGINAL
